totalOperations,50
expansions,reached,frontier,maxDepth
195000,1392163,1197163,30
196000,1398995,1202995,30
197000,1405820,1208820,30
198000,1412479,1214479,30
199000,1419092,1220092,30
200000,1425636,1225636,30
201000,1432241,1231241,30
202000,1438750,1236750,30
203000,1445231,1242231,30
204000,1451952,1247952,30
205000,1458324,1253324,30
206000,1464598,1258598,30
207000,1471049,1264049,30
208000,1477574,1269574,30
209000,1484395,1275395,30
210000,1490688,1280688,30
211000,1497458,1286458,30
212000,1504097,1292097,30
213000,1510497,1297497,30
214000,1516900,1302900,30
215000,1523261,1308261,30
216000,1529946,1313946,30
217000,1536807,1319807,30
218000,1543530,1325530,30
219000,1550210,1331210,30
220000,1556822,1336822,30
221000,1563448,1342448,30
222000,1569894,1347894,30
223000,1576066,1353066,30
224000,1582835,1358835,30
225000,1589561,1364561,30
226000,1596122,1370122,30
227000,1602853,1375853,30
228000,1609584,1381584,30
229000,1615886,1386886,30
230000,1622146,1392146,30
231000,1628865,1397865,30
232000,1635481,1403481,30
233000,1642043,1409043,30
234000,1648814,1414814,30
235000,1655469,1420469,30
236000,1662322,1426322,30
237000,1669149,1432149,30
238000,1675170,1437170,30
239000,1681479,1442479,30
240000,1687820,1447820,30
241000,1693937,1452937,30
242000,1700256,1458256,30
243000,1706781,1463781,30
244000,1712932,1468932,30
245000,1719409,1474409,30
246000,1725675,1479675,30
247000,1732282,1485282,30
248000,1739068,1491068,30
249000,1745854,1496854,30
250000,1752950,1502950,30
251000,1759868,1508868,30
252000,1766748,1514748,30
253000,1773633,1520633,30
254000,1780620,1526620,30
255000,1787267,1532267,30
256000,1793909,1537909,30
257000,1800713,1543713,30
258000,1807550,1549550,30
259000,1814243,1555243,30
260000,1820734,1560734,30
261000,1827390,1566390,30
262000,1834225,1572225,30
263000,1841300,1578300,30
264000,1848390,1584390,30
265000,1855490,1590490,30
266000,1861964,1595964,30
267000,1868698,1601698,30
268000,1875405,1607405,30
269000,1882218,1613218,30
270000,1889220,1619220,30
271000,1896102,1625102,30
272000,1903131,1631131,30
273000,1909620,1636620,30
274000,1915991,1641991,30
275000,1922653,1647653,30
276000,1929255,1653255,30
277000,1935782,1658782,30
278000,1942341,1664341,30
279000,1949394,1670394,30
280000,1956084,1676084,30
281000,1962755,1681755,30
282000,1969552,1687552,30
283000,1976781,1693781,30
284000,1983803,1699803,30
285000,1990654,1705654,30
286000,1997205,1711205,30
287000,2003617,1716617,30
288000,2010209,1722209,30
289000,2017275,1728275,30
290000,2024246,1734246,30
291000,2031070,1740070,30
292000,2037995,1745995,30
293000,2045133,1752133,30
294000,2051779,1757779,30
295000,2058628,1763628,30
296000,2065243,1769243,30
297000,2071982,1774982,30
298000,2078914,1780914,30
299000,2085256,1786256,30
300000,2091775,1791775,30
301000,2098691,1797691,30
302000,2105215,1803215,30
303000,2111962,1808962,30
304000,2119218,1815218,30
305000,2126142,1821142,30
306000,2133224,1827224,30
307000,2140138,1833138,30
308000,2147025,1839025,30
309000,2153994,1844994,30
310000,2161163,1851163,30
311000,2168056,1857056,30
312000,2175345,1863345,30
313000,2182518,1869518,30
314000,2189317,1875317,30
315000,2195767,1880767,30
316000,2202926,1886926,30
317000,2209786,1892786,30
318000,2216848,1898848,30
319000,2223853,1904853,30
320000,2230343,1910343,30
321000,2236917,1915917,30
322000,2243580,1921580,30
323000,2250150,1927150,30
324000,2256877,1932877,30
325000,2264301,1939301,30
326000,2271185,1945185,30
327000,2278282,1951282,30
328000,2285325,1957325,30
329000,2291962,1962962,30
330000,2298992,1968992,30
331000,2305598,1974598,30
332000,2312316,1980316,30
333000,2319162,1986162,30
334000,2326324,1992324,30
335000,2333339,1998339,30
336000,2340422,2004422,30
337000,2347830,2010830,30
338000,2354240,2016240,30
339000,2360666,2021666,30
340000,2366997,2026997,30
341000,2373712,2032712,30
342000,2380843,2038843,30
343000,2387621,2044621,30
344000,2394838,2050838,30
345000,2402017,2057017,30
346000,2408781,2062781,30
347000,2415701,2068701,30
348000,2422530,2074530,30
349000,2429523,2080523,30
350000,2436453,2086453,30
351000,2443514,2092514,30
352000,2450655,2098655,30
353000,2458290,2105290,30
354000,2465588,2111588,30
355000,2472926,2117926,30
356000,2480211,2124211,30
357000,2487555,2130555,30
358000,2495397,2137397,30
359000,2502681,2143681,30
360000,2509605,2149605,30
361000,2516268,2155268,30
362000,2522745,2160745,30
363000,2529512,2166512,30
364000,2536448,2172448,30
365000,2543157,2178157,30
366000,2549526,2183526,30
367000,2556261,2189261,30
368000,2562249,2194249,30
369000,2568949,2199949,30
370000,2576043,2206043,30
371000,2582809,2211809,30
372000,2589729,2217729,30
373000,2596100,2223100,30
374000,2603195,2229195,30
375000,2610518,2235518,30
376000,2617475,2241475,30
377000,2624335,2247335,30
378000,2630880,2252880,30
379000,2637604,2258604,30
380000,2644317,2264317,30
381000,2650431,2269431,30
382000,2657057,2275057,30
383000,2663556,2280556,30
384000,2670509,2286509,30
385000,2676972,2291972,30
386000,2683809,2297809,30
387000,2690365,2303365,30
388000,2696955,2308955,30
389000,2703732,2314732,30
390000,2711237,2321237,30
391000,2718914,2327914,30
392000,2726628,2334628,30
393000,2734433,2341433,30
394000,2742161,2348161,30
395000,2749490,2354490,30
396000,2756270,2360270,30
397000,2763203,2366203,30
398000,2770188,2372188,30
399000,2777105,2378105,30
400000,2784400,2384400,30
401000,2791129,2390129,30
402000,2797836,2395836,30
403000,2804734,2401734,30
404000,2811556,2407556,30
405000,2818500,2413500,30
406000,2825282,2419282,30
407000,2832190,2425190,30
408000,2838897,2430897,30
409000,2845651,2436651,30
410000,2852334,2442334,30
411000,2858783,2447783,30
412000,2865011,2453011,30
413000,2871677,2458677,30
414000,2878493,2464493,30
415000,2885293,2470293,30
416000,2891940,2475940,30
417000,2898366,2481366,30
418000,2904819,2486819,30
419000,2910963,2491963,30
420000,2916833,2496833,30
421000,2922397,2501397,30
422000,2928739,2506739,30
423000,2935599,2512599,30
424000,2942256,2518256,30
425000,2949548,2524548,30
426000,2956765,2530765,30
427000,2963876,2536876,30
428000,2971069,2543069,30
429000,2978253,2549253,30
430000,2985348,2555348,30
431000,2992311,2561311,30
432000,2999097,2567097,30
433000,3005982,2572982,30
434000,3013152,2579152,30
435000,3020208,2585208,30
436000,3027109,2591109,30
437000,3033792,2596792,30
438000,3040234,2602234,30
439000,3046823,2607823,30
440000,3053406,2613406,30
441000,3059865,2618865,30
442000,3066798,2624798,30
443000,3073085,2630085,30
444000,3079874,2635874,30
445000,3086212,2641212,30
446000,3092547,2646547,30
447000,3099068,2652068,30
448000,3105162,2657162,30
449000,3111490,2662490,30
450000,3118615,2668615,30
451000,3125532,2674532,30
452000,3132328,2680328,30
453000,3138922,2685922,30
454000,3145845,2691845,30
455000,3152848,2697848,30
456000,3159603,2703603,30
457000,3166090,2709090,30
458000,3172706,2714706,30
459000,3179578,2720578,30
460000,3186309,2726309,30
461000,3192757,2731757,30
462000,3198890,2736890,30
463000,3204608,2741608,30
464000,3210309,2746309,30
465000,3216442,2751442,30
466000,3222672,2756672,30
467000,3229102,2762102,30
468000,3235323,2767323,30
469000,3241658,2772658,30
470000,3247978,2777978,30
471000,3254603,2783603,30
472000,3261416,2789416,30
473000,3268276,2795276,30
474000,3275079,2801079,30
475000,3281759,2806759,30
476000,3288439,2812439,30
477000,3294837,2817837,30
478000,3300643,2822643,30
479000,3307105,2828105,30
480000,3314680,2834680,30
481000,3322079,2841079,30
482000,3329463,2847463,30
483000,3336858,2853858,30
484000,3344264,2860264,30
485000,3351758,2866758,30
486000,3358856,2872856,30
487000,3365625,2878625,30
488000,3372787,2884787,30
489000,3379471,2890471,30
490000,3386264,2896264,30
491000,3393095,2902095,30
492000,3399740,2907740,30
493000,3406160,2913160,30
494000,3412913,2918913,30
495000,3419760,2924760,30
496000,3426746,2930746,30
497000,3433694,2936694,30
498000,3440804,2942804,30
499000,3447386,2948386,30
500000,3454194,2954194,30
501000,3460929,2959929,30
502000,3467757,2965757,30
503000,3474383,2971383,30
504000,3480960,2976960,30
505000,3487290,2982290,30
506000,3493943,2987943,30
507000,3500714,2993714,30
508000,3507304,2999304,30
509000,3514019,3005019,30
510000,3520763,3010763,30
511000,3527404,3016404,30
512000,3534003,3022003,30
513000,3540550,3027550,30
514000,3546931,3032931,30
515000,3553546,3038546,30
516000,3559905,3043905,30
517000,3566654,3049654,30
518000,3573200,3055200,30
519000,3580045,3061045,30
520000,3586803,3066803,30
521000,3593645,3072645,30
522000,3600380,3078380,30
523000,3607124,3084124,30
524000,3613756,3089756,30
525000,3620416,3095416,30
526000,3627251,3101251,30
527000,3633962,3106962,30
528000,3640873,3112873,30
529000,3647865,3118865,30
530000,3654579,3124579,30
531000,3661402,3130402,30
532000,3668223,3136223,30
533000,3675036,3142036,30
534000,3681826,3147826,30
535000,3688459,3153459,30
536000,3695307,3159307,30
537000,3702401,3165401,30
538000,3709431,3171431,30
539000,3716404,3177404,30
540000,3723315,3183315,30
541000,3730333,3189333,30
542000,3737218,3195218,30
543000,3744145,3201145,30
544000,3750908,3206908,30
545000,3757300,3212300,30
546000,3764138,3218138,30
547000,3770701,3223701,30
548000,3777414,3229414,30
549000,3784356,3235356,30
550000,3791191,3241191,30
551000,3797937,3246937,30
552000,3804537,3252537,30
553000,3811136,3258136,30
554000,3817959,3263959,30
555000,3824818,3269818,30
556000,3831842,3275842,30
557000,3838823,3281823,30
558000,3845848,3287848,30
559000,3852677,3293677,30
560000,3859217,3299217,30
561000,3865927,3304927,30
562000,3873096,3311096,30
563000,3879836,3316836,30
564000,3886629,3322629,30
565000,3893401,3328401,30
566000,3900205,3334205,30
567000,3907152,3340152,30
568000,3913908,3345908,30
569000,3920261,3351261,30
570000,3926544,3356544,30
571000,3933162,3362162,30
572000,3939819,3367819,30
573000,3946456,3373456,30
574000,3953655,3379655,30
575000,3960656,3385656,30
576000,3967244,3391244,30
577000,3974271,3397271,30
578000,3981394,3403394,30
579000,3988137,3409137,30
580000,3995014,3415014,30
581000,4001845,3420845,30
582000,4008978,3426978,30
583000,4015703,3432703,30
584000,4022876,3438876,30
585000,4030008,3445008,30
586000,4036968,3450968,30
587000,4043805,3456805,30
588000,4050681,3462681,30
589000,4057629,3468629,30
590000,4064220,3474220,30
591000,4071081,3480081,30
592000,4078085,3486085,30
593000,4084952,3491952,30
594000,4091757,3497757,30
595000,4098684,3503684,30
596000,4105775,3509775,30
597000,4112626,3515626,30
598000,4119323,3521323,30
599000,4126095,3527095,30
600000,4132907,3532907,30
601000,4139849,3538849,30
602000,4146399,3544399,30
603000,4153176,3550176,30
604000,4160156,3556156,30
605000,4167221,3562221,30
606000,4174098,3568098,30
607000,4181154,3574154,30
608000,4188247,3580247,30
609000,4195159,3586159,30
610000,4202195,3592195,30
611000,4209043,3598043,30
612000,4215884,3603884,30
613000,4222906,3609906,30
614000,4229756,3615756,30
615000,4236737,3621737,30
616000,4243782,3627782,30
617000,4250879,3633879,30
618000,4257589,3639589,30
619000,4264493,3645493,30
620000,4271473,3651473,30
621000,4278446,3657446,30
622000,4285164,3663164,30
623000,4292292,3669292,30
624000,4299230,3675230,30
625000,4306159,3681159,30
626000,4313065,3687065,30
627000,4319993,3692993,30
628000,4326564,3698564,30
629000,4333651,3704651,30
630000,4340628,3710628,30
631000,4347468,3716468,30
632000,4354445,3722445,30
633000,4361333,3728333,30
634000,4368061,3734061,30
635000,4374914,3739914,30
636000,4381817,3745817,30
637000,4389137,3752137,30
638000,4395889,3757889,30
639000,4403046,3764046,30
640000,4409846,3769846,30
641000,4416816,3775816,30
642000,4423863,3781863,30
643000,4430889,3787889,30
644000,4437951,3793951,30
645000,4444724,3799724,30
646000,4451434,3805434,30
647000,4458384,3811384,30
648000,4465264,3817264,30
649000,4472470,3823470,30
650000,4479650,3829650,30
651000,4486493,3835493,30
652000,4493438,3841438,30
653000,4500577,3847577,30
654000,4507301,3853301,30
655000,4513809,3858809,30
656000,4520718,3864718,30
657000,4527708,3870708,30
658000,4534463,3876463,30
659000,4541553,3882553,30
660000,4548491,3888491,30
661000,4555340,3894340,30
662000,4562094,3900094,30
663000,4569207,3906207,30
664000,4576109,3912109,30
665000,4583042,3918042,30
666000,4589965,3923965,30
667000,4596976,3929976,30
668000,4604078,3936078,30
669000,4611078,3942078,30
670000,4618107,3948107,30
671000,4624871,3953871,30
672000,4631675,3959675,30
673000,4638780,3965780,30
674000,4645931,3971931,30
675000,4653024,3978024,30
676000,4659935,3983935,30
677000,4667028,3990028,30
678000,4674014,3996014,30
679000,4681152,4002152,30
680000,4688252,4008252,30
681000,4695236,4014236,30
682000,4702157,4020157,30
683000,4708874,4025874,30
684000,4715913,4031913,30
685000,4722758,4037758,30
686000,4729789,4043789,30
687000,4736435,4049435,30
688000,4743314,4055314,30
689000,4750037,4061037,30
690000,4757114,4067114,30
691000,4764261,4073261,30
692000,4771675,4079675,30
693000,4778773,4085773,30
694000,4785782,4091782,30
695000,4792972,4097972,30
696000,4800045,4104045,30
697000,4807181,4110181,30
698000,4814481,4116481,30
699000,4821838,4122838,30
700000,4829069,4129069,30
701000,4836333,4135333,30
702000,4843409,4141409,30
703000,4850542,4147542,30
704000,4857325,4153325,30
705000,4864267,4159267,30
706000,4871412,4165412,30
707000,4878658,4171658,30
708000,4885487,4177487,30
709000,4892608,4183608,30
710000,4899451,4189451,30
711000,4906432,4195432,30
712000,4913776,4201776,30
713000,4921346,4208346,30
714000,4928867,4214867,30
715000,4936186,4221186,30
716000,4943345,4227345,30
717000,4950222,4233222,30
718000,4957171,4239171,30
719000,4964211,4245211,30
720000,4971472,4251472,30
721000,4978649,4257649,30
722000,4986120,4264120,30
723000,4993301,4270301,30
724000,5000739,4276739,30
725000,5008121,4283121,30
726000,5015382,4289382,30
727000,5023077,4296077,30
728000,5030828,4302828,30
729000,5038185,4309185,30
730000,5045559,4315559,30
731000,5053222,4322222,30
732000,5060818,4328818,30
733000,5068066,4335066,30
734000,5075521,4341521,30
735000,5083248,4348248,30
736000,5091117,4355117,30
737000,5098892,4361892,30
738000,5106636,4368636,30
739000,5113852,4374852,30
740000,5121296,4381296,30
741000,5129044,4388044,30
742000,5136719,4394719,30
743000,5144379,4401379,30
744000,5151621,4407621,30
745000,5159177,4414177,30
746000,5166880,4420880,30
747000,5174597,4427597,30
748000,5182573,4434573,30
749000,5190447,4441447,30
750000,5198249,4448249,30
751000,5205724,4454724,30
752000,5212944,4460944,30
753000,5220254,4467254,30
754000,5227994,4473994,30
755000,5235801,4480801,30
756000,5243389,4487389,30
757000,5251048,4494048,30
758000,5258325,4500325,30
759000,5266056,4507056,30
760000,5273812,4513812,30
761000,5281478,4520478,30
762000,5289350,4527350,30
763000,5297224,4534224,30
764000,5304913,4540913,30
765000,5312528,4547528,30
766000,5319979,4553979,30
767000,5327105,4560105,30
768000,5334491,4566491,30
769000,5342263,4573263,30
770000,5349894,4579894,30
771000,5357518,4586518,30
772000,5365150,4593150,30
773000,5372548,4599548,30
774000,5380336,4606336,30
775000,5388019,4613019,30
776000,5395685,4619685,30
777000,5403449,4626449,30
778000,5411139,4633139,30
779000,5418710,4639710,30
780000,5426122,4646122,30
781000,5433417,4652417,30
782000,5440713,4658713,30
783000,5448312,4665312,30
784000,5455895,4671895,30
785000,5463377,4678377,30
786000,5470795,4684795,30
787000,5478495,4691495,30
788000,5486087,4698087,30
789000,5493649,4704649,30
790000,5501261,4711261,30
791000,5508730,4717730,30
792000,5516186,4724186,30
793000,5523453,4730453,30
794000,5530783,4736783,30
795000,5538407,4743407,30
796000,5545744,4749744,30
797000,5553075,4756075,30
798000,5560559,4762559,30
799000,5568046,4769046,30
800000,5575392,4775392,30
801000,5582747,4781747,30
802000,5590083,4788083,30
803000,5597558,4794558,30
804000,5604729,4800729,30
805000,5612016,4807016,30
806000,5619282,4813282,30
807000,5626594,4819594,30
808000,5633865,4825865,30
809000,5640942,4831942,30
810000,5648153,4838153,30
811000,5655138,4844138,30
812000,5662240,4850240,30
813000,5669374,4856374,30
814000,5676256,4862256,30
815000,5682934,4867934,30
816000,5689602,4873602,32
817000,5697253,4880253,32
818000,5704915,4886915,32
819000,5712310,4893310,32
820000,5719502,4899502,32
821000,5726822,4905822,32
822000,5733899,4911899,32
823000,5740855,4917855,32
824000,5748023,4924023,32
825000,5755202,4930202,32
826000,5762039,4936039,32
827000,5769213,4942213,32
828000,5776549,4948549,32
829000,5783666,4954666,32
830000,5791488,4961488,32
831000,5798866,4967866,32
832000,5806243,4974243,32
833000,5813586,4980586,32
834000,5820780,4986780,32
835000,5828216,4993216,32
836000,5835768,4999768,32
837000,5842702,5005702,32
838000,5849703,5011703,32
839000,5856561,5017561,32
840000,5863761,5023761,32
841000,5871199,5030199,32
842000,5878447,5036447,32
843000,5885801,5042801,32
844000,5893111,5049111,32
845000,5899897,5054897,32
846000,5906678,5060678,32
847000,5913494,5066494,32
848000,5920198,5072198,32
849000,5927106,5078106,32
850000,5933235,5083235,32
851000,5940633,5089633,32
852000,5947418,5095418,32
853000,5954353,5101353,32
854000,5961294,5107294,32
855000,5968673,5113673,32
856000,5975820,5119820,32
857000,5982692,5125692,32
858000,5989557,5131557,32
859000,5996117,5137117,32
860000,6002807,5142807,32
861000,6009273,5148273,32
862000,6015845,5153845,32
863000,6022172,5159172,32
864000,6028586,5164586,32
865000,6034898,5169898,32
866000,6041075,5175075,32
867000,6048103,5181103,32
868000,6055417,5187417,32
869000,6062472,5193472,32
870000,6069357,5199357,32
871000,6076062,5205062,32
872000,6082825,5210825,32
873000,6089392,5216392,32
874000,6096078,5222078,32
875000,6102487,5227487,32
876000,6109072,5233072,32
877000,6115270,5238270,32
878000,6121670,5243670,32
879000,6127752,5248752,32
880000,6133776,5253776,32
881000,6140494,5259494,32
882000,6147977,5265977,32
883000,6154465,5271465,32
884000,6160839,5276839,32
885000,6167579,5282579,32
886000,6173183,5287183,32
887000,6179392,5292392,32
888000,6185430,5297430,32
889000,6191991,5302991,32
890000,6198573,5308573,32
891000,6205443,5314443,32
892000,6211858,5319858,32
893000,6218334,5325334,32
894000,6224591,5330591,32
895000,6230108,5335108,32
896000,6235439,5339439,32
897000,6241267,5344267,32
898000,6247627,5349627,32
899000,6254233,5355233,32
900000,6260066,5360066,32
901000,6265924,5364924,32
902000,6272381,5370381,32
903000,6278613,5375613,32
904000,6285276,5381276,32
905000,6291719,5386719,32
906000,6298256,5392256,32
907000,6304725,5397725,32
908000,6311281,5403281,32
909000,6318023,5409023,32
910000,6324832,5414832,32
911000,6331669,5420669,32
912000,6338654,5426654,32
913000,6345203,5432203,32
914000,6351058,5437058,32
915000,6356930,5441930,32
916000,6363463,5447463,32
917000,6370233,5453233,32
918000,6376498,5458498,32
919000,6383005,5464005,32
920000,6389210,5469210,32
921000,6395367,5474367,32
922000,6401338,5479338,32
923000,6406757,5483757,32
924000,6412199,5488199,32
925000,6417789,5492789,32
926000,6423751,5497751,32
927000,6429180,5502180,32
928000,6434429,5506429,32
929000,6440377,5511377,32
930000,6446500,5516500,32
931000,6452857,5521857,32
932000,6459382,5527382,32
933000,6465943,5532943,32
934000,6472850,5538850,32
935000,6479538,5544538,32
936000,6486368,5550368,32
937000,6492656,5555656,32
938000,6498417,5560417,32
939000,6504328,5565328,32
940000,6510371,5570371,32
941000,6516512,5575512,32
942000,6522880,5580880,32
943000,6529425,5586425,32
944000,6535682,5591682,32
945000,6542058,5597058,32
946000,6548217,5602217,32
947000,6554321,5607321,32
948000,6560733,5612733,32
949000,6567467,5618467,32
950000,6574190,5624190,32
951000,6580948,5629948,32
952000,6587509,5635509,32
953000,6593837,5640837,32
954000,6600335,5646335,32
955000,6606918,5651918,32
956000,6613440,5657440,32
957000,6620150,5663150,32
958000,6626385,5668385,32
959000,6633308,5674308,32
960000,6639748,5679748,32
961000,6646249,5685249,32
962000,6652854,5690854,32
963000,6659733,5696733,32
964000,6666588,5702588,32
965000,6673307,5708307,32
966000,6680115,5714115,32
967000,6687017,5720017,32
968000,6693918,5725918,32
969000,6700519,5731519,32
970000,6707423,5737423,32
971000,6714574,5743574,32
972000,6721371,5749371,32
973000,6728047,5755047,32
974000,6734078,5760078,32
975000,6739795,5764795,32
976000,6745672,5769672,32
977000,6751763,5774763,32
978000,6757800,5779800,32
979000,6763791,5784791,32
980000,6769650,5789650,32
981000,6775449,5794449,32
982000,6782218,5800218,32
983000,6789331,5806331,32
984000,6796186,5812186,32
985000,6802756,5817756,32
986000,6809463,5823463,32
987000,6815774,5828774,32
988000,6821949,5833949,32
989000,6828438,5839438,32
990000,6835055,5845055,32
991000,6841606,5850606,32
992000,6848031,5856031,32
993000,6854349,5861349,32
994000,6860396,5866396,32
995000,6866514,5871514,32
996000,6872895,5876895,32
997000,6878976,5881976,32
998000,6884950,5886950,32
999000,6891156,5892156,32
1000000,6896953,5896953,32
1001000,6902969,5901969,32
1002000,6908545,5906545,32
1003000,6914112,5911112,32
1004000,6919812,5915812,32
1005000,6925539,5920539,32
1006000,6931247,5925247,32
1007000,6936909,5929909,32
1008000,6942826,5934826,32
1009000,6948896,5939896,32
1010000,6955557,5945557,32
1011000,6961418,5950418,32
1012000,6967623,5955623,32
1013000,6973485,5960485,32
1014000,6979087,5965087,32
1015000,6984983,5969983,32
1016000,6990318,5974318,32
1017000,6996142,5979142,32
1018000,7001716,5983716,32
1019000,7007833,5988833,32
1020000,7014396,5994396,32
1021000,7020324,5999324,32
1022000,7026442,6004442,32
1023000,7033060,6010060,32
1024000,7040068,6016068,32
1025000,7046281,6021281,32
1026000,7052676,6026676,32
1027000,7059575,6032575,32
1028000,7065979,6037979,32
1029000,7072206,6043206,32
1030000,7079060,6049060,32
1031000,7085884,6054884,32
1032000,7092778,6060778,32
1033000,7100075,6067075,32
1034000,7106943,6072943,32
1035000,7113803,6078803,32
1036000,7120974,6084974,32
1037000,7127809,6090809,32
1038000,7134602,6096602,32
1039000,7141136,6102136,32
1040000,7147055,6107055,32
1041000,7153038,6112038,32
1042000,7159011,6117011,32
1043000,7165255,6122255,32
1044000,7171316,6127316,32
1045000,7177667,6132667,32
1046000,7183749,6137749,32
1047000,7190017,6143017,32
1048000,7196274,6148274,32
1049000,7202573,6153573,32
1050000,7209123,6159123,32
1051000,7215451,6164451,32
1052000,7222221,6170221,32
1053000,7228497,6175497,32
1054000,7235444,6181444,32
1055000,7241907,6186907,32
1056000,7248292,6192292,32
1057000,7254467,6197467,32
1058000,7260683,6202683,32
1059000,7266880,6207880,32
1060000,7273376,6213376,32
1061000,7279769,6218769,32
1062000,7286153,6224153,32
1063000,7292394,6229394,32
1064000,7298602,6234602,32
1065000,7304815,6239815,32
1066000,7311039,6245039,32
1067000,7317368,6250368,32
1068000,7323586,6255586,32
1069000,7329956,6260956,32
1070000,7336599,6266599,32
1071000,7343416,6272416,32
1072000,7350175,6278175,32
1073000,7356717,6283717,32
1074000,7363505,6289505,32
1075000,7370568,6295568,32
1076000,7377219,6301219,32
1077000,7383891,6306891,32
1078000,7390697,6312697,32
1079000,7397448,6318448,32
1080000,7403858,6323858,32
1081000,7410685,6329685,32
1082000,7416912,6334912,32
1083000,7423291,6340291,32
1084000,7429657,6345657,32
1085000,7436288,6351288,32
1086000,7443037,6357037,32
1087000,7449686,6362686,32
1088000,7456337,6368337,32
1089000,7463073,6374073,32
