totalOperations,36
expansions,reached,frontier,maxDepth
151000,553686,402686,29
152000,557570,405570,29
153000,561411,408411,29
154000,565250,411250,29
155000,569187,414187,29
156000,573115,417115,29
157000,577108,420108,29
158000,580837,422837,29
159000,584974,425974,29
160000,588857,428857,29
161000,592658,431658,29
162000,596493,434493,29
163000,600654,437654,29
164000,604669,440669,29
165000,608461,443461,29
166000,611974,445974,29
167000,615757,448757,29
168000,619567,451567,29
169000,623397,454397,29
170000,627157,457157,29
171000,631098,460098,29
172000,634876,462876,29
173000,638840,465840,29
174000,642765,468765,29
175000,646789,471789,29
176000,650675,474675,29
177000,654483,477483,29
178000,658244,480244,29
179000,661837,482837,29
180000,665448,485448,29
181000,668986,487986,29
182000,672869,490869,29
183000,676735,493735,29
184000,680536,496536,29
185000,684302,499302,29
186000,688064,502064,29
187000,691791,504791,29
188000,695565,507565,29
189000,699334,510334,29
190000,703208,513208,29
191000,707250,516250,29
192000,711070,519070,29
193000,714895,521895,29
194000,718593,524593,29
195000,722035,527035,29
196000,725645,529645,29
197000,729389,532389,29
198000,733145,535145,29
199000,736995,537995,29
200000,740590,540590,29
201000,744367,543367,29
202000,748120,546120,29
203000,751584,548584,29
204000,755295,551295,29
205000,758943,553943,29
206000,762465,556465,29
207000,765830,558830,29
208000,769559,561559,29
209000,772992,563992,29
210000,776224,566224,29
211000,779592,568592,29
212000,783059,571059,29
213000,786287,573287,29
214000,789454,575454,29
215000,792721,577721,29
216000,795766,579766,29
217000,798730,581730,29
218000,801691,583691,29
219000,804451,585451,29
220000,807046,587046,29
221000,810320,589320,29
222000,813933,591933,29
223000,817588,594588,29
224000,821298,597298,29
225000,825002,600002,29
226000,828746,602746,29
227000,832584,605584,29
228000,836199,608199,29
229000,839972,610972,29
230000,843754,613754,29
231000,847290,616290,29
232000,850892,618892,29
233000,854633,621633,29
234000,858221,624221,29
235000,861584,626584,29
236000,865352,629352,29
237000,868938,631938,29
238000,872302,634302,29
239000,875714,636714,29
240000,879261,639261,29
241000,882421,641421,29
242000,885838,643838,29
243000,888863,645863,29
244000,891993,647993,29
245000,895181,650181,29
246000,899106,653106,29
247000,902968,655968,29
248000,906590,658590,29
249000,909823,660823,29
250000,913408,663408,29
251000,917120,666120,29
252000,920756,668756,29
253000,924198,671198,29
254000,927544,673544,29
255000,930828,675828,29
256000,933946,677946,29
257000,937056,680056,29
258000,939831,681831,29
259000,942506,683506,29
260000,945241,685241,29
261000,949179,688179,29
262000,952742,690742,29
263000,956428,693428,29
264000,959942,695942,29
265000,963458,698458,29
266000,967438,701438,29
267000,971282,704282,29
268000,974965,706965,29
269000,978540,709540,29
270000,982205,712205,29
271000,985885,714885,29
272000,989522,717522,29
273000,993075,720075,29
274000,996560,722560,29
275000,1000184,725184,30
276000,1003799,727799,30
277000,1007394,730394,30
278000,1010868,732868,30
279000,1014165,735165,30
280000,1017380,737380,30
281000,1020286,739286,30
282000,1023305,741305,30
283000,1025958,742958,30
284000,1028599,744599,30
285000,1031071,746071,30
286000,1033567,747567,30
287000,1036699,749699,30
288000,1040641,752641,30
289000,1044516,755516,30
290000,1048239,758239,30
291000,1051370,760370,30
292000,1055151,763151,30
293000,1058929,765929,30
294000,1062127,768127,30
295000,1065186,770186,30
296000,1068845,772845,30
297000,1072464,775464,30
298000,1075957,777957,30
299000,1079418,780418,30
300000,1082934,782934,30
301000,1086393,785393,30
302000,1089618,787618,30
303000,1092606,789606,30
304000,1096090,792090,30
305000,1099650,794650,30
306000,1103470,797470,30
307000,1107319,800319,30
308000,1111291,803291,30
309000,1115086,806086,30
310000,1119071,809071,30
311000,1123039,812039,30
312000,1126807,814807,30
313000,1130749,817749,30
314000,1134866,820866,30
315000,1138911,823911,30
316000,1142719,826719,30
317000,1146454,829454,30
318000,1150353,832353,30
319000,1154255,835255,30
320000,1158278,838278,30
321000,1162303,841303,30
322000,1166287,844287,30
323000,1170158,847158,30
324000,1173714,849714,30
325000,1177544,852544,30
326000,1181402,855402,30
327000,1185300,858300,30
328000,1189161,861161,30
329000,1193069,864069,30
330000,1197026,867026,30
331000,1200920,869920,30
332000,1204913,872913,30
333000,1208707,875707,30
334000,1212537,878537,30
335000,1215797,880797,30
336000,1219699,883699,30
337000,1223516,886516,30
338000,1227386,889386,30
339000,1231214,892214,30
340000,1235061,895061,30
341000,1238826,897826,30
342000,1242678,900678,30
343000,1246574,903574,30
344000,1250414,906414,30
345000,1254342,909342,30
346000,1257990,911990,30
347000,1261764,914764,30
348000,1265231,917231,30
349000,1268525,919525,30
350000,1272333,922333,30
351000,1276135,925135,30
352000,1279962,927962,30
353000,1283679,930679,30
354000,1287510,933510,30
355000,1291434,936434,30
356000,1295092,939092,30
357000,1298676,941676,30
358000,1302611,944611,30
359000,1306446,947446,30
360000,1310216,950216,30
361000,1314235,953235,30
362000,1317699,955699,30
363000,1321326,958326,30
364000,1324917,960917,30
365000,1328049,963049,30
366000,1331499,965499,30
367000,1335210,968210,30
368000,1338834,970834,30
369000,1342505,973505,30
370000,1346101,976101,30
371000,1349861,978861,30
372000,1353561,981561,30
373000,1357268,984268,30
374000,1360821,986821,30
375000,1364637,989637,30
376000,1368418,992418,30
377000,1372278,995278,30
378000,1376189,998189,30
379000,1379983,1000983,30
380000,1383677,1003677,30
381000,1387668,1006668,30
382000,1391528,1009528,30
383000,1395128,1012128,30
384000,1398806,1014806,30
385000,1402293,1017293,30
386000,1405956,1019956,30
387000,1409650,1022650,30
388000,1413393,1025393,30
389000,1417071,1028071,30
390000,1420875,1030875,30
391000,1424564,1033564,30
392000,1428232,1036232,30
393000,1431880,1038880,30
394000,1435586,1041586,30
395000,1439338,1044338,30
396000,1443073,1047073,30
397000,1446606,1049606,30
398000,1449923,1051923,30
399000,1453876,1054876,30
400000,1457364,1057364,30
401000,1460839,1059839,30
402000,1464349,1062349,30
403000,1467563,1064563,30
404000,1471148,1067148,30
405000,1474004,1069004,30
406000,1476832,1070832,30
407000,1480106,1073106,30
408000,1483606,1075606,30
409000,1487047,1078047,30
410000,1491029,1081029,30
411000,1494750,1083750,30
412000,1498469,1086469,30
413000,1502348,1089348,30
414000,1506354,1092354,30
415000,1510387,1095387,30
416000,1514330,1098330,30
417000,1518087,1101087,30
418000,1521711,1103711,30
419000,1525214,1106214,30
420000,1528855,1108855,30
421000,1532505,1111505,30
422000,1536114,1114114,30
423000,1539689,1116689,30
424000,1543526,1119526,30
425000,1546993,1121993,30
426000,1550547,1124547,30
427000,1554288,1127288,30
428000,1558057,1130057,30
429000,1561535,1132535,30
430000,1565275,1135275,30
431000,1568757,1137757,30
432000,1572351,1140351,30
433000,1576055,1143055,30
434000,1580105,1146105,30
435000,1583613,1148613,30
436000,1587412,1151412,30
437000,1590992,1153992,30
438000,1594644,1156644,30
439000,1598347,1159347,30
440000,1602120,1162120,30
441000,1606174,1165174,30
442000,1609970,1167970,30
443000,1613797,1170797,30
444000,1617410,1173410,30
445000,1621002,1176002,30
446000,1624684,1178684,30
447000,1628519,1181519,30
448000,1632473,1184473,30
449000,1636308,1187308,30
450000,1640058,1190058,30
451000,1643635,1192635,30
452000,1647260,1195260,30
453000,1650826,1197826,30
454000,1654640,1200640,30
455000,1658491,1203491,30
456000,1662176,1206176,30
457000,1665796,1208796,30
458000,1669232,1211232,30
459000,1672820,1213820,30
460000,1676418,1216418,30
461000,1680173,1219173,30
462000,1683679,1221679,30
463000,1687160,1224160,30
464000,1690604,1226604,30
465000,1694147,1229147,30
466000,1697595,1231595,30
467000,1700943,1233943,30
468000,1704339,1236339,30
469000,1707725,1238725,30
470000,1711041,1241041,30
471000,1714257,1243257,30
472000,1718021,1246021,30
473000,1721875,1248875,30
474000,1726024,1252024,30
475000,1729773,1254773,30
476000,1733079,1257079,30
477000,1736609,1259609,30
478000,1740734,1262734,30
479000,1744604,1265604,30
480000,1748232,1268232,30
481000,1751738,1270738,30
482000,1755108,1273108,30
483000,1758835,1275835,30
484000,1762118,1278118,30
485000,1765152,1280152,30
486000,1768722,1282722,30
487000,1772667,1285667,30
488000,1776772,1288772,30
489000,1780884,1291884,30
490000,1785017,1295017,30
491000,1789089,1298089,30
492000,1793135,1301135,30
493000,1797115,1304115,30
494000,1801047,1307047,30
495000,1804945,1309945,30
496000,1808681,1312681,30
497000,1812467,1315467,30
498000,1816024,1318024,30
499000,1819455,1320455,30
500000,1823058,1323058,30
501000,1826925,1325925,30
502000,1830682,1328682,30
503000,1834729,1331729,30
504000,1838694,1334694,30
505000,1842250,1337250,30
506000,1846040,1340040,30
507000,1849734,1342734,30
508000,1853251,1345251,30
509000,1857105,1348105,30
510000,1860693,1350693,30
511000,1864154,1353154,30
512000,1867825,1355825,30
513000,1871574,1358574,30
514000,1875314,1361314,30
515000,1879080,1364080,30
516000,1882642,1366642,30
517000,1886234,1369234,30
518000,1889784,1371784,30
519000,1893225,1374225,30
520000,1896475,1376475,30
521000,1899684,1378684,30
522000,1903064,1381064,30
523000,1906658,1383658,30
524000,1910655,1386655,30
525000,1914757,1389757,30
526000,1918865,1392865,30
527000,1922834,1395834,30
528000,1926846,1398846,30
529000,1930795,1401795,30
530000,1934711,1404711,30
531000,1938516,1407516,30
532000,1942100,1410100,30
533000,1945342,1412342,30
534000,1948773,1414773,30
535000,1952470,1417470,30
536000,1956327,1420327,30
537000,1960275,1423275,30
538000,1964215,1426215,30
539000,1968205,1429205,30
540000,1972083,1432083,30
541000,1976024,1435024,30
542000,1979996,1437996,30
543000,1983902,1440902,30
544000,1987776,1443776,30
545000,1991517,1446517,30
546000,1995287,1449287,30
547000,1999052,1452052,30
548000,2002709,1454709,30
549000,2006218,1457218,30
550000,2009658,1459658,30
551000,2012960,1461960,30
552000,2016306,1464306,30
553000,2019630,1466630,30
554000,2023067,1469067,30
555000,2026526,1471526,30
556000,2029941,1473941,30
557000,2033472,1476472,30
558000,2036971,1478971,30
559000,2040394,1481394,30
560000,2043626,1483626,30
561000,2047179,1486179,30
562000,2050933,1488933,30
563000,2054145,1491145,30
564000,2057597,1493597,30
565000,2060948,1495948,30
566000,2064334,1498334,30
567000,2067438,1500438,30
568000,2070988,1502988,30
569000,2074980,1505980,30
570000,2078115,1508115,30
571000,2081355,1510355,30
572000,2084735,1512735,30
573000,2088121,1515121,30
574000,2091481,1517481,30
575000,2094760,1519760,30
576000,2098001,1522001,30
577000,2101604,1524604,30
578000,2105469,1527469,30
579000,2108713,1529713,30
580000,2112069,1532069,30
581000,2115358,1534358,30
582000,2119018,1537018,30
583000,2122447,1539447,30
584000,2125767,1541767,30
585000,2128892,1543892,30
586000,2132135,1546135,30
587000,2135832,1548832,30
588000,2139288,1551288,30
589000,2142673,1553673,30
590000,2145935,1555935,30
591000,2149268,1558268,30
592000,2152770,1560770,30
593000,2155977,1562977,30
594000,2159307,1565307,30
595000,2162282,1567282,30
596000,2165883,1569883,30
597000,2169168,1572168,30
598000,2172365,1574365,30
599000,2175411,1576411,30
600000,2178845,1578845,30
601000,2182111,1581111,30
602000,2185214,1583214,30
603000,2188406,1585406,30
604000,2191627,1587627,30
605000,2194642,1589642,30
606000,2197796,1591796,30
607000,2201009,1594009,30
608000,2204126,1596126,30
609000,2207040,1598040,30
610000,2210160,1600160,30
611000,2213190,1602190,30
612000,2216369,1604369,30
613000,2220027,1607027,30
614000,2223684,1609684,30
615000,2227334,1612334,30
616000,2230779,1614779,30
617000,2234146,1617146,30
618000,2237612,1619612,30
619000,2240767,1621767,30
620000,2244022,1624022,30
621000,2247270,1626270,30
622000,2250518,1628518,30
623000,2254451,1631451,30
624000,2258037,1634037,30
625000,2261551,1636551,30
626000,2265598,1639598,30
627000,2269642,1642642,30
628000,2273597,1645597,30
629000,2277588,1648588,30
630000,2281605,1651605,30
631000,2285569,1654569,30
632000,2289335,1657335,30
633000,2293738,1660738,30
634000,2297780,1663780,30
635000,2301423,1666423,30
636000,2304741,1668741,30
637000,2308201,1671201,30
638000,2311656,1673656,30
639000,2315133,1676133,30
640000,2318569,1678569,30
641000,2322152,1681152,30
642000,2325509,1683509,30
643000,2329110,1686110,30
644000,2332707,1688707,30
645000,2336183,1691183,30
646000,2339459,1693459,30
647000,2343054,1696054,30
648000,2346733,1698733,30
649000,2350118,1701118,30
650000,2353705,1703705,30
651000,2357178,1706178,30
652000,2360781,1708781,30
653000,2364423,1711423,30
654000,2367847,1713847,30
655000,2371467,1716467,30
656000,2375031,1719031,30
657000,2378676,1721676,30
658000,2382073,1724073,30
659000,2385753,1726753,30
660000,2389337,1729337,30
661000,2392847,1731847,30
662000,2396436,1734436,30
663000,2399910,1736910,30
664000,2403409,1739409,30
665000,2406752,1741752,30
666000,2410263,1744263,30
667000,2414017,1747017,30
668000,2417822,1749822,30
669000,2421515,1752515,30
670000,2425057,1755057,30
671000,2428596,1757596,30
672000,2432032,1760032,30
673000,2435443,1762443,30
674000,2438767,1764767,30
675000,2442295,1767295,30
676000,2446023,1770023,30
677000,2450117,1773117,30
678000,2454224,1776224,30
679000,2458120,1779120,30
680000,2461564,1781564,30
681000,2464692,1783692,30
682000,2468365,1786365,30
683000,2471642,1788642,30
684000,2475322,1791322,30
685000,2478920,1793920,30
686000,2482610,1796610,30
687000,2486103,1799103,30
688000,2489831,1801831,30
689000,2493302,1804302,30
690000,2496706,1806706,30
691000,2500561,1809561,30
692000,2504081,1812081,30
693000,2507353,1814353,30
694000,2510916,1816916,30
695000,2514585,1819585,30
696000,2518024,1822024,30
697000,2521249,1824249,30
698000,2524668,1826668,30
699000,2528313,1829313,30
700000,2531671,1831671,30
701000,2534891,1833891,30
702000,2538092,1836092,30
703000,2541519,1838519,30
704000,2544924,1840924,30
705000,2548038,1843038,30
706000,2551274,1845274,30
707000,2554520,1847520,30
708000,2557628,1849628,30
709000,2560680,1851680,30
710000,2563597,1853597,30
711000,2567027,1856027,30
712000,2570353,1858353,30
713000,2573541,1860541,30
714000,2576899,1862899,30
715000,2579994,1864994,30
716000,2583416,1867416,30
717000,2586384,1869384,30
718000,2589870,1871870,30
719000,2592807,1873807,30
720000,2596053,1876053,30
721000,2599315,1878315,30
722000,2602279,1880279,30
723000,2605518,1882518,30
724000,2608472,1884472,30
725000,2611401,1886401,30
726000,2614073,1888073,30
727000,2616841,1889841,30
728000,2620345,1892345,30
729000,2623606,1894606,30
730000,2627491,1897491,30
731000,2631005,1900005,30
732000,2634168,1902168,30
733000,2637516,1904516,30
734000,2641326,1907326,30
735000,2644921,1909921,30
736000,2648185,1912185,30
737000,2651169,1914169,30
738000,2654216,1916216,30
739000,2657343,1918343,30
740000,2660919,1920919,30
741000,2664294,1923294,30
742000,2667375,1925375,30
743000,2670426,1927426,30
744000,2673600,1929600,30
745000,2676673,1931673,30
746000,2679887,1933887,30
747000,2683137,1936137,30
748000,2686627,1938627,30
749000,2689975,1940975,30
750000,2693350,1943350,30
751000,2696826,1945826,30
752000,2700276,1948276,30
753000,2703767,1950767,30
754000,2707173,1953173,30
755000,2710657,1955657,30
756000,2714134,1958134,30
757000,2717613,1960613,30
758000,2721223,1963223,30
759000,2724518,1965518,30
760000,2728011,1968011,30
761000,2731546,1970546,30
762000,2735213,1973213,30
763000,2738792,1975792,30
764000,2742406,1978406,30
765000,2745785,1980785,30
766000,2749295,1983295,30
767000,2752731,1985731,30
768000,2756211,1988211,30
769000,2759544,1990544,30
770000,2762953,1992953,30
771000,2766506,1995506,30
772000,2770043,1998043,30
773000,2773748,2000748,30
774000,2777423,2003423,30
775000,2781014,2006014,30
776000,2784532,2008532,30
777000,2788010,2011010,30
778000,2791530,2013530,30
779000,2795146,2016146,30
780000,2798541,2018541,30
781000,2801934,2020934,30
782000,2805360,2023360,30
783000,2808793,2025793,30
784000,2812208,2028208,30
785000,2815813,2030813,30
786000,2819139,2033139,30
787000,2822685,2035685,30
788000,2826439,2038439,30
789000,2830011,2041011,30
790000,2833616,2043616,30
791000,2837150,2046150,30
792000,2840721,2048721,30
793000,2844344,2051344,30
794000,2847748,2053748,30
795000,2851226,2056226,30
796000,2854536,2058536,30
797000,2857960,2060960,30
798000,2861331,2063331,30
799000,2864777,2065777,30
800000,2868254,2068254,30
801000,2871595,2070595,30
802000,2875090,2073090,30
803000,2878557,2075557,30
804000,2881886,2077886,30
805000,2885190,2080190,30
806000,2888480,2082480,30
807000,2891921,2084921,30
808000,2895304,2087304,30
809000,2898829,2089829,30
810000,2902363,2092363,30
811000,2906125,2095125,30
812000,2909710,2097710,30
813000,2913101,2100101,30
814000,2917034,2103034,30
815000,2920577,2105577,30
816000,2923751,2107751,30
817000,2927953,2110953,30
818000,2931740,2113740,30
819000,2935711,2116711,30
820000,2939030,2119030,30
821000,2942561,2121561,30
822000,2946291,2124291,30
823000,2949844,2126844,30
824000,2953243,2129243,30
825000,2956619,2131619,30
826000,2960435,2134435,30
827000,2964166,2137166,30
828000,2967788,2139788,30
829000,2971253,2142253,30
830000,2975118,2145118,30
831000,2979126,2148126,30
832000,2982586,2150586,30
833000,2986408,2153408,30
834000,2990419,2156419,30
835000,2994226,2159226,30
836000,2997928,2161928,30
837000,3001813,2164813,30
838000,3005531,2167531,30
839000,3009210,2170210,30
840000,3012840,2172840,30
841000,3016362,2175362,30
842000,3019937,2177937,30
843000,3023110,2180110,30
844000,3026502,2182502,30
845000,3029645,2184645,30
846000,3032605,2186605,30
847000,3036245,2189245,30
848000,3039729,2191729,30
849000,3043044,2194044,30
850000,3046897,2196897,30
851000,3050447,2199447,30
852000,3054513,2202513,30
853000,3058064,2205064,30
854000,3061666,2207666,30
855000,3065796,2210796,30
856000,3069746,2213746,30
857000,3073256,2216256,30
858000,3077290,2219290,30
859000,3080864,2221864,30
860000,3084735,2224735,30
861000,3088584,2227584,30
862000,3092751,2230751,30
863000,3096871,2233871,30
864000,3100667,2236667,30
865000,3104266,2239266,30
866000,3107890,2241890,30
867000,3111938,2244938,30
868000,3116099,2248099,30
869000,3120193,2251193,30
870000,3124189,2254189,30
871000,3127895,2256895,30
872000,3131569,2259569,30
873000,3135611,2262611,30
874000,3139276,2265276,30
875000,3142677,2267677,30
876000,3145915,2269915,30
877000,3149629,2272629,30
878000,3153485,2275485,30
879000,3157222,2278222,30
880000,3160899,2280899,30
881000,3164290,2283290,30
882000,3167934,2285934,30
883000,3171496,2288496,30
884000,3175248,2291248,30
885000,3178675,2293675,30
886000,3181612,2295612,30
887000,3185116,2298116,30
888000,3188333,2300333,30
889000,3191768,2302768,30
890000,3194838,2304838,30
891000,3198165,2307165,30
892000,3201272,2309272,30
893000,3205020,2312020,30
894000,3209051,2315051,30
895000,3213245,2318245,30
896000,3217232,2321232,30
897000,3221224,2324224,30
898000,3225034,2327034,30
899000,3229014,2330014,30
900000,3232462,2332462,30
901000,3236321,2335321,30
902000,3240171,2338171,30
903000,3243847,2340847,30
904000,3247374,2343374,30
905000,3250626,2345626,30
906000,3254400,2348400,30
907000,3257722,2350722,30
908000,3260729,2352729,30
909000,3264563,2355563,30
910000,3268426,2358426,30
911000,3272101,2361101,30
912000,3275235,2363235,30
913000,3278720,2365720,30
914000,3282859,2368859,30
915000,3286589,2371589,30
916000,3290004,2374004,30
917000,3293599,2376599,30
918000,3297174,2379174,30
919000,3300992,2381992,30
920000,3304660,2384660,30
921000,3308241,2387241,30
922000,3312099,2390099,30
923000,3315861,2392861,30
924000,3319017,2395017,30
925000,3323061,2398061,30
926000,3326721,2400721,30
927000,3330391,2403391,30
928000,3333861,2405861,30
929000,3337171,2408171,30
930000,3340745,2410745,30
931000,3344498,2413498,30
932000,3348071,2416071,30
933000,3351613,2418613,30
934000,3355164,2421164,30
935000,3358621,2423621,30
936000,3362011,2426011,30
937000,3365948,2428948,30
938000,3369677,2431677,30
939000,3373029,2434029,30
940000,3376614,2436614,30
941000,3380647,2439647,30
942000,3384529,2442529,30
943000,3388034,2445034,30
944000,3391669,2447669,30
945000,3395078,2450078,30
946000,3398450,2452450,30
947000,3401649,2454649,30
948000,3404656,2456656,30
949000,3407717,2458717,30
950000,3411067,2461067,30
951000,3414214,2463214,30
952000,3416815,2464815,30
953000,3420098,2467098,30
954000,3423162,2469162,30
955000,3426845,2471845,30
956000,3430520,2474520,30
957000,3433863,2476863,30
958000,3436812,2478812,30
959000,3440428,2481428,30
960000,3443902,2483902,30
961000,3447265,2486265,30
962000,3450633,2488633,30
963000,3454197,2491197,30
964000,3457955,2493955,30
965000,3461664,2496664,30
966000,3465391,2499391,30
967000,3468957,2501957,30
968000,3472227,2504227,30
969000,3475918,2506918,30
970000,3479776,2509776,30
971000,3483381,2512381,30
972000,3487198,2515198,30
973000,3491091,2518091,30
974000,3494978,2520978,30
975000,3498854,2523854,30
976000,3502889,2526889,30
977000,3506633,2529633,30
978000,3510447,2532447,30
979000,3514326,2535326,30
980000,3518354,2538354,30
981000,3522233,2541233,30
982000,3526245,2544245,30
983000,3530144,2547144,30
984000,3534216,2550216,30
985000,3538049,2553049,30
986000,3542067,2556067,30
987000,3545948,2558948,30
988000,3549740,2561740,30
989000,3553731,2564731,30
990000,3557359,2567359,30
991000,3561198,2570198,30
992000,3564766,2572766,30
993000,3568417,2575417,30
994000,3571850,2577850,30
995000,3575121,2580121,30
996000,3578353,2582353,30
997000,3582265,2585265,30
998000,3586010,2588010,30
999000,3589772,2590772,30
1000000,3593370,2593370,30
1001000,3596885,2595885,30
1002000,3600507,2598507,30
1003000,3603989,2600989,30
1004000,3607469,2603469,30
1005000,3611005,2606005,30
1006000,3614293,2608293,30
1007000,3617807,2610807,30
1008000,3621192,2613192,30
1009000,3624468,2615468,30
1010000,3627741,2617741,30
1011000,3630866,2619866,30
1012000,3633970,2621970,30
1013000,3636810,2623810,30
1014000,3639644,2625644,30
1015000,3643727,2628727,30
1016000,3647250,2631250,30
1017000,3651063,2634063,30
1018000,3654813,2636813,30
1019000,3658597,2639597,30
1020000,3662104,2642104,30
1021000,3665929,2644929,30
1022000,3669356,2647356,30
1023000,3673032,2650032,30
1024000,3676545,2652545,30
1025000,3679837,2654837,30
1026000,3683407,2657407,30
1027000,3686846,2659846,30
1028000,3689955,2661955,30
1029000,3693269,2664269,30
1030000,3696642,2666642,30
1031000,3699649,2668649,30
1032000,3702772,2670772,30
1033000,3705836,2672836,30
1034000,3708657,2674657,30
1035000,3711467,2676467,30
1036000,3714062,2678062,30
1037000,3717019,2680019,30
1038000,3720670,2682670,30
1039000,3724203,2685203,30
1040000,3727565,2687565,30
1041000,3730731,2689731,30
1042000,3733814,2691814,30
1043000,3736712,2693712,30
1044000,3739485,2695485,30
1045000,3743176,2698176,30
1046000,3746773,2700773,30
1047000,3750162,2703162,30
1048000,3753350,2705350,30
1049000,3756800,2707800,30
1050000,3760823,2710823,30
1051000,3764126,2713126,30
1052000,3767893,2715893,30
1053000,3771424,2718424,30
1054000,3775211,2721211,30
1055000,3778941,2723941,30
1056000,3782526,2726526,30
1057000,3785991,2728991,30
1058000,3789600,2731600,30
1059000,3792985,2733985,30
1060000,3796350,2736350,30
1061000,3799846,2738846,30
1062000,3803605,2741605,30
1063000,3807287,2744287,30
1064000,3810173,2746173,30
1065000,3813111,2748111,30
1066000,3816019,2750019,30
1067000,3818839,2751839,30
1068000,3821924,2753924,30
1069000,3825382,2756382,30
1070000,3829208,2759208,30
1071000,3833333,2762333,30
1072000,3837345,2765345,30
1073000,3841232,2768232,30
1074000,3844912,2770912,30
1075000,3848340,2773340,30
1076000,3851449,2775449,30
1077000,3854895,2777895,30
1078000,3858757,2780757,30
1079000,3862039,2783039,30
1080000,3865383,2785383,30
1081000,3868602,2787602,30
1082000,3871829,2789829,30
1083000,3874946,2791946,30
1084000,3878007,2794007,30
1085000,3880753,2795753,30
1086000,3884003,2798003,30
1087000,3887674,2800674,30
1088000,3891282,2803282,30
1089000,3894959,2805959,30
1090000,3898555,2808555,30
1091000,3902281,2811281,30
1092000,3905880,2813880,30
1093000,3909450,2816450,30
1094000,3913157,2819157,30
1095000,3916639,2821639,30
1096000,3920133,2824133,30
1097000,3923844,2826844,30
1098000,3927222,2829222,30
1099000,3930726,2831726,30
1100000,3934366,2834366,30
1101000,3937493,2836493,30
1102000,3941042,2839042,30
1103000,3944539,2841539,30
1104000,3947546,2843546,30
1105000,3951102,2846102,30
1106000,3954231,2848231,30
1107000,3957590,2850590,30
1108000,3960723,2852723,30
1109000,3963952,2854952,30
1110000,3968018,2858018,30
1111000,3972031,2861031,30
1112000,3975733,2863733,30
1113000,3979614,2866614,30
1114000,3983524,2869524,30
